,file_count,pi_count,time,timestamp
44,5,3,376.43702697753906,1521321947.6747413
45,4,5,174.62392663955688,1521149092.0012543
46,4,5,177.7267029285431,1521149270.4720798
47,4,5,168.81593918800354,1521149440.0499263
48,4,1,600.5440528392792,1521150045.999462
49,4,4,178.47436237335205,1521149619.2515674
50,4,1,610.4476616382599,1521150661.906166
51,4,4,170.98219561576843,1521150217.7798703
52,4,1,608.8453545570374,1521151276.1593256
53,4,4,178.48464250564575,1521150841.0693278
54,4,2,313.32542061805725,1521152165.424701
55,4,3,278.83795142173767,1521152125.9386818
56,4,2,329.0766248703003,1521152500.0042908
57,4,3,288.18430638313293,1521152454.2582643
58,4,2,319.5124213695526,1521152825.0250123
59,4,3,300.38581585884094,1521152801.003902
60,4,5,225.97647953033447,1521312823.2949173
61,4,5,223.01892638206482,1521313047.1194425
62,4,5,229.39907956123352,1521313277.2914815
63,4,1,738.4452426433563,1521314021.1052504
64,4,4,228.18975830078125,1521313506.1596563
65,4,1,762.4549129009247,1521314788.954716
66,4,4,217.8875081539154,1521314239.6905324
67,4,1,823.1945507526398,1521315617.5300407
68,4,4,205.212238073349,1521314994.859106
69,4,2,384.2056999206543,1521316007.2346756
70,4,3,371.9693646430969,1521315990.1055517
71,4,2,425.67434573173523,1521316438.4100807
72,4,3,351.4369595050812,1521316359.293818
73,4,2,402.7296438217163,1521316846.6454163
74,4,3,362.29421401023865,1521316801.336116
75,4,6,186.2745442390442,1521258370.3986628
76,4,6,189.94279146194458,1521258561.222774
77,4,6,186.5691318511963,1521258748.6791656
78,4,1,571.922370672226,1521259325.9971297
79,4,5,237.2607650756836,1521258986.7520518
80,4,1,589.5663771629333,1521259920.9620526
81,4,5,219.1820375919342,1521259545.9864566
82,4,1,630.8335976600647,1521260557.1961367
83,4,5,195.29195547103882,1521260117.0650365
84,4,2,353.8113429546356,1521260916.5098739
85,4,4,203.57403945922852,1521260761.5062442
86,4,2,306.5210452079773,1521261228.5578005
87,4,4,227.6854043006897,1521261144.9076104
88,4,2,316.0362663269043,1521261550.1001327
89,4,4,204.71553421020508,1521261433.9790065
90,4,3,318.276162147522,1521261874.1248784
91,4,3,365.7511327266693,1521261916.452451
92,4,3,304.04052901268005,1521262226.1089907
93,4,3,382.3999123573303,1521262299.5047655
94,4,3,314.8144669532776,1521262619.9291184
95,4,3,379.2112991809845,1521262679.34575
96,11,5,640.5145041942596,1521539879.6783001
97,11,5,627.2936728000641,1521540507.8259768
98,11,5,646.2179143428802,1521541154.856698
99,12,5,837.2497825622559,1521541993.2601109
100,12,5,807.3264763355255,1521542801.3858523
101,12,5,817.156801700592,1521543619.3803473
102,13,5,799.4465277194977,1521544419.9287047
103,13,5,802.9308993816376,1521545223.7012222
104,13,5,835.8158404827118,1521546060.3600788
105,14,5,890.4511594772339,1521546951.9351964
106,14,5,879.514484167099,1521547832.281945
107,14,5,903.0098359584808,1521548736.1197646
108,15,5,1036.1644399166107,1521549773.4110773
109,15,5,1007.4692513942719,1521550781.6799307
110,15,5,995.7482879161835,1521551778.2662768
111,16,5,744.0312221050262,1521552523.4406173
112,16,5,769.0578846931458,1521553293.331854
113,16,5,758.1287887096405,1521554052.2688031
114,17,5,1142.602867603302,1521555196.017542
115,17,5,1194.413152217865,1521556391.2584236
116,17,5,1147.332189798355,1521557539.43414
117,18,5,1087.9687049388885,1521558628.5672047
118,18,5,1093.964230298996,1521559723.3661225
119,18,5,1072.8724131584167,1521560797.055171
120,19,5,1014.2892796993256,1521561812.5233614
121,19,5,996.9248406887054,1521562810.2896671
122,19,5,988.9062597751617,1521563800.034246
123,20,5,1047.0660755634308,1521564848.2119277
124,20,5,1082.5922021865845,1521565931.6292639
125,20,5,1047.9924454689026,1521566980.4594827
126,21,5,974.4139788150787,1521567956.0466049
127,21,5,1013.4405374526978,1521568970.3259966
128,21,5,1041.4164481163025,1521570012.5595636
129,11,5,634.2454397678375,1521588516.7080197
130,11,5,648.8079509735107,1521589166.3040233
131,11,5,641.5079114437103,1521589808.6184957
132,11,1,2631.9009294509888,1521592445.9195912
133,11,4,836.4128324985504,1521590645.7621028
134,11,1,2625.4431717395782,1521595076.7630928
135,11,4,826.8342478275299,1521593273.4840996
136,11,1,2618.830164670944,1521597701.318837
137,11,4,860.6104519367218,1521595938.0916908
138,11,2,1374.7221381664276,1521599081.541995
139,11,3,1093.0863168239594,1521598795.0015316
140,11,2,1370.9810605049133,1521600458.0279922
141,11,3,1084.4804272651672,1521600166.6553605
142,11,2,1377.6589443683624,1521601841.1877723
143,11,3,1113.3934648036957,1521601572.0534942
144,12,5,813.7258636951447,1521602656.0949018
145,12,5,822.9784433841705,1521603479.9502747
146,12,5,816.6100323200226,1521604297.3657188
147,12,1,2888.9970557689667,1521607191.7676115
148,12,4,904.1460978984833,1521605202.2460659
149,12,1,2751.480126619339,1521609948.6304383
150,12,4,922.8937366008759,1521608115.359935
151,12,1,2807.524959564209,1521612761.5639756
152,12,4,920.6040060520172,1521610869.9315734
153,12,2,1551.9622554779053,1521614319.0374305
154,12,3,1112.324919462204,1521613874.4868116
155,12,2,1578.213532924652,1521615903.026579
156,12,3,1045.287546634674,1521615364.9230576
157,12,2,1595.535540342331,1521617504.0705228
158,12,3,1015.8769590854645,1521616919.5392382
159,13,5,806.1441249847412,1521618311.5136333
160,13,5,813.8580222129822,1521619126.2114534
161,13,5,802.7558071613312,1521619929.8029628
162,13,1,3010.049548625946,1521622945.2776692
163,13,4,796.4911851882935,1521620727.0458915
164,13,1,2999.9528255462646,1521625950.6373472
165,13,4,769.4558296203613,1521623715.4655452
166,13,1,2941.600747823715,1521628897.588948
167,13,4,784.9850280284882,1521626736.3136854
168,13,2,1618.2780787944794,1521630521.3796587
169,13,3,1131.7631928920746,1521630029.9509933
170,13,2,1600.2877612113953,1521632127.2862642
171,13,3,1091.4570846557617,1521631613.4640543
172,13,2,1581.1822154521942,1521633713.93725
173,13,3,1099.0374593734741,1521633226.94217
174,14,5,880.1816861629486,1521634595.2376993
175,14,5,895.0584063529968,1521635491.1323907
176,14,5,873.3938138484955,1521636365.3686905
177,14,1,3172.2246878147125,1521639542.989061
178,14,4,900.026430606842,1521637266.1338875
179,14,1,3212.7058176994324,1521642761.111155
180,14,4,899.0655424594879,1521640442.7773159
181,14,1,3221.618494749069,1521645988.1371388
182,14,4,902.5521831512451,1521643664.4141617
183,14,2,1729.5735363960266,1521647723.2229578
184,14,3,1326.1348042488098,1521647314.9074533
185,14,2,1693.4371163845062,1521649422.1667893
186,14,3,1334.892187833786,1521649058.7439651
187,14,2,1762.6413996219635,1521651190.3207393
188,14,3,1327.8712174892426,1521650750.6619763
189,15,5,978.1424734592438,1521652169.6058424
190,15,5,964.5907945632935,1521653135.0327086
191,15,5,979.5792529582977,1521654115.428244
192,15,1,3326.134029150009,1521657446.966335
193,15,4,977.8583784103394,1521655094.2237797
194,15,1,3297.8695166110992,1521660750.2354233
195,15,4,962.2908198833466,1521658409.9536498
196,15,1,3291.4859211444855,1521664047.1285126
197,15,4,972.7832472324371,1521661723.7390702
198,15,2,1822.1465566158295,1521665874.8010833
199,15,3,1210.8285655975342,1521665258.5851746
200,15,2,1810.7883656024933,1521667691.1141236
201,15,3,1206.7206790447235,1521667082.138368
202,15,2,1765.9612998962402,1521669462.5889308
203,15,3,1216.9599101543427,1521668908.7075896
204,16,5,732.3545489311218,1521670196.10781
205,16,5,718.166122674942,1521670915.1095588
206,16,5,736.1074390411377,1521671652.0490856
207,16,1,3455.514628171921,1521675112.9251783
208,16,4,971.6071779727936,1521672624.383819
209,16,1,3446.5362305641174,1521678564.8710554
210,16,4,977.8413007259369,1521676091.5035326
211,16,1,3404.6555938720703,1521681974.9176753
212,16,4,991.4871258735657,1521679557.0464048
213,16,2,1858.4847247600555,1521683838.9074252
214,16,3,1480.5693671703339,1521683456.1180325
215,16,2,1841.6222612857819,1521685686.036209
216,16,3,1428.7845118045807,1521685268.3339064
217,16,2,1869.755506515503,1521687561.3040597
218,16,3,1427.9173939228058,1521687114.5914342
219,17,5,1021.3861672878265,1521688583.8565316
220,17,5,1013.3085713386536,1521689597.988908
221,17,5,1023.0695242881775,1521690621.8979533
222,17,1,3566.141948699951,1521694193.4571297
223,17,4,1071.2648177146912,1521691693.903987
224,17,1,3471.018914461136,1521697669.8831353
225,17,4,1054.4412982463837,1521695248.617033
226,17,1,3525.9360291957855,1521701201.2329555
227,17,4,1078.9203879833221,1521698749.50459
228,17,2,1853.4211297035217,1521703060.1605902
229,17,3,1539.026529788971,1521702740.8327565
230,17,2,1801.349134683609,1521704867.048256
231,17,3,1485.6024549007416,1521704546.5192177
232,17,2,1871.9147868156433,1521706744.4762962
233,17,3,1525.047063112259,1521706392.6843798
234,18,5,962.6779017448425,1521707708.3032777
235,18,5,935.3443341255188,1521708644.4850163
236,18,5,913.1304399967194,1521709558.4591277
237,18,1,3398.4025189876556,1521712962.2647932
238,18,4,1083.6481709480286,1521710642.8503315
239,18,1,3378.6973235607147,1521716346.375077
240,18,4,1080.900330543518,1521714043.8755684
241,18,1,3264.1902220249176,1521719615.9756238
242,18,4,1073.4468131065369,1521717420.5342684
243,18,2,1748.299277305603,1521721369.7693117
244,18,3,1486.5749270915985,1521721103.1244423
245,18,2,1723.1533529758453,1521723098.4401643
246,18,3,1511.9343874454498,1521722882.3598466
247,5,6,155.83397912979126,1521472971.901709
248,5,6,162.95085453987122,1521473135.779479
249,5,6,151.10363578796387,1521473287.7744346
250,8,6,328.30508184432983,1521481268.1316566
251,8,6,333.70419096946716,1521481602.7722013
252,8,6,341.35462260246277,1521481945.05622
253,9,6,337.4068133831024,1521484546.5832825
254,9,6,347.27299547195435,1521484894.7934434
255,9,6,349.00969314575195,1521485244.7313619
256,10,6,1476.7931544780731,1521489952.1276956
257,10,6,529.4788880348206,1521490482.548947
258,10,6,527.6601228713989,1521491011.148355
259,11,6,578.064638376236,1521491590.4617164
260,11,6,588.930181980133,1521492180.3238518
261,11,6,598.4793593883514,1521506028.0032582
262,11,6,602.6752328872681,1521506631.6062827
263,11,6,634.5732550621033,1521507267.108444
264,12,6,616.1972513198853,1521507884.560668
265,12,6,686.42249751091,1521508571.9187553
266,12,6,666.4121763706207,1521509239.2422059
267,13,6,638.7573509216309,1521509879.2410371
268,13,6,616.2027039527893,1521510496.3725631
269,13,6,666.9836933612823,1521511164.2706084
270,14,6,823.8668465614319,1521511989.3999226
271,14,6,806.0785396099091,1521512796.4107604
272,14,6,801.9850168228149,1521513599.324774
273,15,6,731.1431303024292,1521514331.694582
274,15,6,743.2817649841309,1521515075.9203823
275,15,6,772.4794070720673,1521515849.3229704
276,16,6,835.7361946105957,1521516686.3596578
277,16,6,828.9727249145508,1521517516.276973
278,16,6,874.2625138759613,1521518391.4682274
279,17,6,713.7123672962189,1521519106.4269087
280,17,6,764.1985003948212,1521519871.509157
281,17,6,787.0469839572906,1521520659.4970272
282,18,6,782.4394536018372,1521521443.1667633
283,18,6,780.4979107379913,1521522224.5965757
284,18,6,793.9384450912476,1521523019.4788935
285,19,6,1257.4843151569366,1521524278.2259607
286,19,6,1256.2768244743347,1521525535.4073777
287,19,6,1253.7861366271973,1521526790.1340375
288,20,6,1154.1959335803986,1521527945.577344
289,20,6,1144.003916501999,1521529090.49113
290,20,6,1132.7946860790253,1521530224.221602
291,21,6,1233.8745532035828,1521531459.5244045
292,21,6,1258.4168810844421,1521532718.8482194
293,21,6,1230.2282149791718,1521533949.9990942
294,9,5,495.4973530769348,1521230155.8077624
295,9,5,479.57894253730774,1521230636.2118013
296,9,5,493.4245398044586,1521231130.4484556
297,9,1,2214.18288230896,1521233350.0304835
298,9,4,813.8064270019531,1521231944.975281
299,9,1,2167.1387939453125,1521235522.5713992
300,9,4,810.3276426792145,1521234161.032476
301,9,1,2213.578146457672,1521237741.5468473
302,9,4,807.413458108902,1521236330.688163
303,9,2,1217.8266220092773,1521238964.8565812
304,9,3,929.2613036632538,1521238671.403002
305,9,2,1227.2842953205109,1521240197.6422265
306,9,3,932.9546873569489,1521239898.4416926
307,9,2,1166.2084772586823,1521241369.3543768
308,9,3,952.1685633659363,1521241150.3640642
309,7,5,399.10548853874207,1521172372.1861322
310,7,5,424.42897057533264,1521172797.443078
311,7,5,417.96170806884766,1521173216.231965
312,7,1,1593.753182888031,1521174815.353244
313,7,4,383.1692922115326,1521173600.1098905
314,7,1,1623.1156949996948,1521176443.862471
315,7,4,372.99989914894104,1521175189.075002
316,7,1,1651.336822271347,1521178100.5924232
317,7,4,378.35248279571533,1521176822.9231582
318,7,2,851.10826420784,1521178957.1736004
319,7,3,724.4879112243652,1521178825.7014477
320,7,2,835.462732553482,1521179798.1261723
321,7,3,731.6682019233704,1521179689.4306564
322,7,2,834.6523003578186,1521180638.281891
323,7,3,749.8006975650787,1521180548.5519161
324,7,6,478.5644392967224,1521323737.559134
325,7,6,472.4032709598541,1521324210.899367
326,7,6,468.00052976608276,1521324679.8074832
327,7,1,1679.3474600315094,1521326364.5542574
328,7,5,448.76345038414,1521325129.375247
329,7,1,1698.977579832077,1521328068.8930862
330,7,5,449.46835708618164,1521326814.858649
331,7,1,1677.4828426837921,1521329751.7629848
332,7,5,508.6800298690796,1521328578.3719542
333,7,2,896.4999961853027,1521330653.757834
334,7,4,513.5292038917542,1521330266.0205233
335,7,2,895.0346200466156,1521331554.297625
336,7,4,507.36448097229004,1521331161.8348355
337,7,2,901.8802025318146,1521332461.6775105
338,7,4,524.3940432071686,1521332079.3680863
339,7,3,845.9092836380005,1521333313.1496036
340,7,3,841.1120564937592,1521333303.4221563
341,7,3,841.771318435669,1521334160.5269444
342,7,3,864.8833861351013,1521334178.6688468
343,7,3,862.7374935150146,1521335047.023519
344,7,3,880.8057301044464,1521335060.1132855
345,6,5,361.20542764663696,1521165689.2192216
346,6,5,347.9059717655182,1521166037.9525633
347,6,5,359.2340500354767,1521166397.999218
348,6,1,1120.2267332077026,1521167523.6164854
349,6,4,296.02054810523987,1521166694.710358
350,6,1,1163.3879475593567,1521168692.3511536
351,6,4,299.1012907028198,1521167823.4056318
352,6,1,1224.9660575389862,1521169922.715942
353,6,4,303.9411063194275,1521168996.988202
354,6,2,671.0356273651123,1521170599.2641082
355,6,3,500.9705138206482,1521170424.2938619
356,6,2,668.6264629364014,1521171273.3824005
357,6,3,547.6667726039886,1521171147.5481842
358,6,2,693.07448387146,1521171971.9502413
359,6,3,544.1282315254211,1521171818.1364233
360,6,6,461.31024837493896,1521335522.609947
361,6,6,473.3974235057831,1521335996.9131315
362,6,6,485.9819459915161,1521336483.7963889
363,6,1,1418.8343873023987,1521337908.0353756
364,6,5,405.27284574508667,1521336889.8700325
365,6,1,1465.6707780361176,1521339379.1102073
366,6,5,385.59456610679626,1521338294.420297
367,6,1,1476.951379776001,1521340861.4608476
368,6,5,360.9032254219055,1521339740.8176076
369,6,2,806.8927376270294,1521341673.824138
370,6,4,550.4959552288055,1521341412.6513417
371,6,2,857.5267972946167,1521342536.9215393
372,6,4,564.4080655574799,1521342238.952357
373,6,2,824.1352255344391,1521343366.5466394
374,6,4,574.5431387424469,1521343112.1582723
375,6,3,641.6964797973633,1521344013.8444457
376,6,3,648.0779893398285,1521344015.249086
377,6,3,621.0003318786621,1521344641.8590271
378,6,3,655.071818113327,1521344670.9714675
379,6,3,622.5773026943207,1521345299.1589131
380,6,3,734.9952952861786,1521345406.584843
381,10,5,575.4830169677734,1521276412.1573844
382,10,5,576.5431454181671,1521276989.5290158
383,10,5,579.5842969417572,1521277569.9478981
384,10,1,2300.751528739929,1521279876.1002765
385,10,4,791.0133018493652,1521278361.6791675
386,10,1,2348.0499556064606,1521282229.5233798
387,10,4,846.8553175926208,1521280723.6314955
388,10,1,2351.260592699051,1521284586.188408
389,10,4,803.6860916614532,1521283033.913364
390,10,2,1167.806000471115,1521285759.4853811
391,10,3,866.7546150684357,1521285453.5395582
392,10,2,1201.3372874259949,1521286966.3242478
393,10,3,908.7641701698303,1521286668.8706186
394,10,2,1177.839230298996,1521288149.6588213
395,10,3,935.6034770011902,1521287902.5171812
